id,text_string
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__emperor__procrustes_plot/qiime2__emperor__procrustes_plot/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 emperor procrustes-plot. Description: Visualize and Interact with a procrustes plot. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__blast/qiime2__feature_classifier__blast/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier blast. Description: BLAST+ local alignment search.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__classify_consensus_blast/qiime2__feature_classifier__classify_consensus_blast/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier classify-consensus-blast. Description: BLAST+ consensus taxonomy classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__classify_consensus_vsearch/qiime2__feature_classifier__classify_consensus_vsearch/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier classify-consensus-vsearch. Description: VSEARCH-based consensus taxonomy classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__classify_hybrid_vsearch_sklearn/qiime2__feature_classifier__classify_hybrid_vsearch_sklearn/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier classify-hybrid-vsearch-sklearn. Description: ALPHA Hybrid classifier: VSEARCH exact match + sklearn classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__classify_sklearn/qiime2__feature_classifier__classify_sklearn/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier classify-sklearn. Description: Pre-fitted sklearn-based taxonomy classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__extract_reads/qiime2__feature_classifier__extract_reads/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier extract-reads. Description: Extract reads from reference sequences.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__find_consensus_annotation/qiime2__feature_classifier__find_consensus_annotation/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier find-consensus-annotation. Description: Find consensus among multiple annotations.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__fit_classifier_naive_bayes/qiime2__feature_classifier__fit_classifier_naive_bayes/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier fit-classifier-naive-bayes. Description: Train the naive_bayes classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__fit_classifier_sklearn/qiime2__feature_classifier__fit_classifier_sklearn/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier fit-classifier-sklearn. Description: Train an almost arbitrary scikit-learn classifier. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_classifier__vsearch_global/qiime2__feature_classifier__vsearch_global/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-classifier vsearch-global. Description: VSEARCH global alignment search. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__core_features/qiime2__feature_table__core_features/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table core-features. Description: Identify core features in table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__filter_features/qiime2__feature_table__filter_features/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table filter-features. Description: Filter features from table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__filter_features_conditionally/qiime2__feature_table__filter_features_conditionally/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table filter-features-conditionally. Description: Filter features from a table based on abundance and prevalence. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__filter_samples/qiime2__feature_table__filter_samples/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table filter-samples. Description: Filter samples from table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__filter_seqs/qiime2__feature_table__filter_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table filter-seqs. Description: Filter features from sequences. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__group/qiime2__feature_table__group/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table group. Description: Group samples or features by a metadata column. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__heatmap/qiime2__feature_table__heatmap/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table heatmap. Description: Generate a heatmap representation of a feature table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__merge/qiime2__feature_table__merge/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table merge. Description: Combine multiple tables. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__merge_seqs/qiime2__feature_table__merge_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table merge-seqs. Description: Combine collections of feature sequences. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__merge_taxa/qiime2__feature_table__merge_taxa/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table merge-taxa. Description: Combine collections of feature taxonomies. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__presence_absence/qiime2__feature_table__presence_absence/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table presence-absence. Description: Convert to presence/absence. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__rarefy/qiime2__feature_table__rarefy/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table rarefy. Description: Rarefy table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__relative_frequency/qiime2__feature_table__relative_frequency/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table relative-frequency. Description: Convert to relative frequencies. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__rename_ids/qiime2__feature_table__rename_ids/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table rename-ids. Description: Renames sample or feature ids in a table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__summarize/qiime2__feature_table__summarize/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table summarize. Description: Summarize table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__tabulate_seqs/qiime2__feature_table__tabulate_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table tabulate-seqs. Description: View sequence associated with each feature. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__transpose/qiime2__feature_table__transpose/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 feature-table transpose. Description: Transpose a feature table.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__classify_otus_experimental/qiime2__fragment_insertion__classify_otus_experimental/2025.7.0+q2galaxy.2025.7.0,"Tool: qiime2 fragment-insertion classify-otus-experimental. Description: Experimental: Obtain taxonomic lineages, by finding closest OTU in reference phylogeny.. Category: QIIME2."
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__filter_features/qiime2__fragment_insertion__filter_features/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 fragment-insertion filter-features. Description: Filter fragments in tree from table.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__sepp/qiime2__fragment_insertion__sepp/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 fragment-insertion sepp. Description: Insert fragment sequences using SEPP into reference phylogenies.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__anova/qiime2__longitudinal__anova/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal anova. Description: ANOVA test. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__feature_volatility/qiime2__longitudinal__feature_volatility/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal feature-volatility. Description: Feature volatility analysis. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__first_differences/qiime2__longitudinal__first_differences/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal first-differences. Description: Compute first differences or difference from baseline between sequential states. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__first_distances/qiime2__longitudinal__first_distances/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal first-distances. Description: Compute first distances or distance from baseline between sequential states. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__linear_mixed_effects/qiime2__longitudinal__linear_mixed_effects/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal linear-mixed-effects. Description: Linear mixed effects modeling. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__maturity_index/qiime2__longitudinal__maturity_index/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal maturity-index. Description: Microbial maturity index prediction.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__nmit/qiime2__longitudinal__nmit/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal nmit. Description: Nonparametric microbial interdependence test. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__pairwise_differences/qiime2__longitudinal__pairwise_differences/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal pairwise-differences. Description: Paired difference testing and boxplots. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__pairwise_distances/qiime2__longitudinal__pairwise_distances/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal pairwise-distances. Description: Paired pairwise distance testing and boxplots. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__plot_feature_volatility/qiime2__longitudinal__plot_feature_volatility/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal plot-feature-volatility. Description: Plot longitudinal feature volatility and importances. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__volatility/qiime2__longitudinal__volatility/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 longitudinal volatility. Description: Generate interactive volatility plot. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__distance_matrix/qiime2__metadata__distance_matrix/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 metadata distance-matrix. Description: Create a distance matrix from a numeric Metadata column. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__shuffle_groups/qiime2__metadata__shuffle_groups/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 metadata shuffle-groups. Description: Shuffle values in a categorical sample metadata column.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__tabulate/qiime2__metadata__tabulate/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 metadata tabulate. Description: Interactively explore Metadata in an HTML table. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_fasttree/qiime2__phylogeny__align_to_tree_mafft_fasttree/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny align-to-tree-mafft-fasttree. Description: Build a phylogenetic tree using fasttree and mafft alignment. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_iqtree/qiime2__phylogeny__align_to_tree_mafft_iqtree/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny align-to-tree-mafft-iqtree. Description: Build a phylogenetic tree using iqtree and mafft alignment.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_raxml/qiime2__phylogeny__align_to_tree_mafft_raxml/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny align-to-tree-mafft-raxml. Description: Build a phylogenetic tree using raxml and mafft alignment.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__fasttree/qiime2__phylogeny__fasttree/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny fasttree. Description: Construct a phylogenetic tree with FastTree.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__filter_table/qiime2__phylogeny__filter_table/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny filter-table. Description: Remove features from table if they're not present in tree.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__filter_tree/qiime2__phylogeny__filter_tree/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny filter-tree. Description: Remove features from tree based on metadata. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__iqtree/qiime2__phylogeny__iqtree/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny iqtree. Description: Construct a phylogenetic tree with IQ-TREE.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__iqtree_ultrafast_bootstrap/qiime2__phylogeny__iqtree_ultrafast_bootstrap/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny iqtree-ultrafast-bootstrap. Description: Construct a phylogenetic tree with IQ-TREE with bootstrap supports.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__midpoint_root/qiime2__phylogeny__midpoint_root/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny midpoint-root. Description: Midpoint root an unrooted phylogenetic tree.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__raxml/qiime2__phylogeny__raxml/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny raxml. Description: Construct a phylogenetic tree with RAxML.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__raxml_rapid_bootstrap/qiime2__phylogeny__raxml_rapid_bootstrap/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny raxml-rapid-bootstrap. Description: Construct a phylogenetic tree with bootstrap supports using RAxML.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__robinson_foulds/qiime2__phylogeny__robinson_foulds/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 phylogeny robinson-foulds. Description: Calculate Robinson-Foulds distance between phylogenetic trees.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__bowtie2_build/qiime2__quality_control__bowtie2_build/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control bowtie2-build. Description: Build bowtie2 index from reference sequences.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__evaluate_composition/qiime2__quality_control__evaluate_composition/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control evaluate-composition. Description: Evaluate expected vs. observed taxonomic composition of samples. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__evaluate_seqs/qiime2__quality_control__evaluate_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control evaluate-seqs. Description: Compare query (observed) vs. reference (expected) sequences.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__evaluate_taxonomy/qiime2__quality_control__evaluate_taxonomy/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control evaluate-taxonomy. Description: Evaluate expected vs. observed taxonomic assignments. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__exclude_seqs/qiime2__quality_control__exclude_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control exclude-seqs. Description: Exclude sequences by alignment. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__filter_reads/qiime2__quality_control__filter_reads/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-control filter-reads. Description: Filter demultiplexed sequences by alignment to reference database.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_filter__q_score/qiime2__quality_filter__q_score/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 quality-filter q-score. Description: Quality filter based on sequence quality scores.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__classify_samples/qiime2__sample_classifier__classify_samples/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier classify-samples. Description: Train and test a cross-validated supervised learning classifier.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__classify_samples_from_dist/qiime2__sample_classifier__classify_samples_from_dist/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier classify-samples-from-dist. Description: Run k-nearest-neighbors on a labeled distance matrix.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__classify_samples_ncv/qiime2__sample_classifier__classify_samples_ncv/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier classify-samples-ncv. Description: Nested cross-validated supervised learning classifier.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__confusion_matrix/qiime2__sample_classifier__confusion_matrix/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier confusion-matrix. Description: Make a confusion matrix from sample classifier predictions.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__fit_classifier/qiime2__sample_classifier__fit_classifier/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier fit-classifier. Description: Fit a supervised learning classifier.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__fit_regressor/qiime2__sample_classifier__fit_regressor/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier fit-regressor. Description: Fit a supervised learning regressor.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__heatmap/qiime2__sample_classifier__heatmap/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier heatmap. Description: Generate heatmap of important features.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__metatable/qiime2__sample_classifier__metatable/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier metatable. Description: Convert (and merge) positive numeric metadata (in)to feature table.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__predict_classification/qiime2__sample_classifier__predict_classification/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier predict-classification. Description: Use trained classifier to predict target values for new samples.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__predict_regression/qiime2__sample_classifier__predict_regression/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier predict-regression. Description: Use trained regressor to predict target values for new samples.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__regress_samples/qiime2__sample_classifier__regress_samples/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier regress-samples. Description: Train and test a cross-validated supervised learning regressor.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__regress_samples_ncv/qiime2__sample_classifier__regress_samples_ncv/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier regress-samples-ncv. Description: Nested cross-validated supervised learning regressor.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__scatterplot/qiime2__sample_classifier__scatterplot/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier scatterplot. Description: Make 2D scatterplot and linear regression of regressor predictions.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__split_table/qiime2__sample_classifier__split_table/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier split-table. Description: Split a feature table into training and testing sets.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__sample_classifier__summarize/qiime2__sample_classifier__summarize/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 sample-classifier summarize. Description: Summarize parameter and feature extraction information for a trained estimator.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__taxa__barplot/qiime2__taxa__barplot/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 taxa barplot. Description: Visualize taxonomy with an interactive bar plot. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__taxa__collapse/qiime2__taxa__collapse/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 taxa collapse. Description: Collapse features by their taxonomy at the specified level. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__taxa__filter_seqs/qiime2__taxa__filter_seqs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 taxa filter-seqs. Description: Taxonomy-based feature sequence filter.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__taxa__filter_table/qiime2__taxa__filter_table/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 taxa filter-table. Description: Taxonomy-based feature table filter.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__cluster_features_closed_reference/qiime2__vsearch__cluster_features_closed_reference/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch cluster-features-closed-reference. Description: Closed-reference clustering of features.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__cluster_features_de_novo/qiime2__vsearch__cluster_features_de_novo/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch cluster-features-de-novo. Description: De novo clustering of features.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__cluster_features_open_reference/qiime2__vsearch__cluster_features_open_reference/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch cluster-features-open-reference. Description: Open-reference clustering of features.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__dereplicate_sequences/qiime2__vsearch__dereplicate_sequences/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch dereplicate-sequences. Description: Dereplicate sequences.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__fastq_stats/qiime2__vsearch__fastq_stats/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch fastq-stats. Description: Fastq stats with vsearch.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__merge_pairs/qiime2__vsearch__merge_pairs/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch merge-pairs. Description: Merge paired-end reads.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__uchime_denovo/qiime2__vsearch__uchime_denovo/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch uchime-denovo. Description: De novo chimera filtering.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__vsearch__uchime_ref/qiime2__vsearch__uchime_ref/2025.7.0+q2galaxy.2025.7.0,Tool: qiime2 vsearch uchime-ref. Description: Reference-based chimera filtering.. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2_core__tools__export/qiime2_core__tools__export/2025.7.0+dist.h44bd78f6,Tool: qiime2 tools export. Description: Export data from a QIIME 2 artifact. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2_core__tools__import/qiime2_core__tools__import/2025.7.0+dist.h44bd78f6,Tool: qiime2 tools import. Description: Import data into a QIIME 2 artifact. Category: QIIME2.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.01+galaxy0,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.01+galaxy0,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.01+galaxy0,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.01+galaxy0,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.01+galaxy0,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.06+galaxy0,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.06+galaxy0,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.06+galaxy0,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.06+galaxy0,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.06+galaxy0,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.06+galaxy0,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.06+galaxy1,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.06+galaxy1,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.06+galaxy1,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.06+galaxy1,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
