model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,link,min_width,target,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__relative_frequency/qiime2__feature_table__relative_frequency/2024.10.0+q2galaxy.2024.10.0,qiime2 feature-table relative-frequency,2024.10.0+q2galaxy.2024.10.0,Convert to relative frequencies,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__feature_table__relative_frequency%2Fqiime2__feature_table__relative_frequency%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__feature_table__relative_frequency,q2d2,eaada56f497a,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__rename_ids/qiime2__feature_table__rename_ids/2024.10.0+q2galaxy.2024.10.0,qiime2 feature-table rename-ids,2024.10.0+q2galaxy.2024.10.0,Renames sample or feature ids in a table,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__feature_table__rename_ids%2Fqiime2__feature_table__rename_ids%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__feature_table__rename_ids,q2d2,8ae8ef4804fa,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__summarize/qiime2__feature_table__summarize/2024.10.0+q2galaxy.2024.10.0,qiime2 feature-table summarize,2024.10.0+q2galaxy.2024.10.0,Summarize table,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__feature_table__summarize%2Fqiime2__feature_table__summarize%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__feature_table__summarize,q2d2,d0f2249afe30,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__tabulate_seqs/qiime2__feature_table__tabulate_seqs/2024.10.0+q2galaxy.2024.10.0,qiime2 feature-table tabulate-seqs,2024.10.0+q2galaxy.2024.10.0,View sequence associated with each feature,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__feature_table__tabulate_seqs%2Fqiime2__feature_table__tabulate_seqs%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__feature_table__tabulate_seqs,q2d2,c4570ced1d88,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__feature_table__transpose/qiime2__feature_table__transpose/2024.10.0+q2galaxy.2024.10.0,qiime2 feature-table transpose,2024.10.0+q2galaxy.2024.10.0,Transpose a feature table.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__feature_table__transpose%2Fqiime2__feature_table__transpose%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__feature_table__transpose,q2d2,8a3e71857c0a,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__classify_otus_experimental/qiime2__fragment_insertion__classify_otus_experimental/2024.10.0+q2galaxy.2024.10.0,qiime2 fragment-insertion classify-otus-experimental,2024.10.0+q2galaxy.2024.10.0,"Experimental: Obtain taxonomic lineages, by finding closest OTU in reference phylogeny.",[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__fragment_insertion__classify_otus_experimental%2Fqiime2__fragment_insertion__classify_otus_experimental%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__fragment_insertion__classify_otus_experimental,q2d2,62764fe71186,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__filter_features/qiime2__fragment_insertion__filter_features/2024.10.0+q2galaxy.2024.10.0,qiime2 fragment-insertion filter-features,2024.10.0+q2galaxy.2024.10.0,Filter fragments in tree from table.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__fragment_insertion__filter_features%2Fqiime2__fragment_insertion__filter_features%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__fragment_insertion__filter_features,q2d2,b27d577c13e0,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__fragment_insertion__sepp/qiime2__fragment_insertion__sepp/2024.10.0+q2galaxy.2024.10.0,qiime2 fragment-insertion sepp,2024.10.0+q2galaxy.2024.10.0,Insert fragment sequences using SEPP into reference phylogenies.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__fragment_insertion__sepp%2Fqiime2__fragment_insertion__sepp%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__fragment_insertion__sepp,q2d2,a74f06287b8c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__anova/qiime2__longitudinal__anova/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal anova,2024.10.0+q2galaxy.2024.10.0,ANOVA test,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__anova%2Fqiime2__longitudinal__anova%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__anova,q2d2,649a6f5a7ff8,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__feature_volatility/qiime2__longitudinal__feature_volatility/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal feature-volatility,2024.10.0+q2galaxy.2024.10.0,Feature volatility analysis,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__feature_volatility%2Fqiime2__longitudinal__feature_volatility%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__feature_volatility,q2d2,ecc06a63663d,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__first_differences/qiime2__longitudinal__first_differences/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal first-differences,2024.10.0+q2galaxy.2024.10.0,Compute first differences or difference from baseline between sequential states,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__first_differences%2Fqiime2__longitudinal__first_differences%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__first_differences,q2d2,2cb105e00a71,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__first_distances/qiime2__longitudinal__first_distances/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal first-distances,2024.10.0+q2galaxy.2024.10.0,Compute first distances or distance from baseline between sequential states,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__first_distances%2Fqiime2__longitudinal__first_distances%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__first_distances,q2d2,2c445317c0c1,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__linear_mixed_effects/qiime2__longitudinal__linear_mixed_effects/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal linear-mixed-effects,2024.10.0+q2galaxy.2024.10.0,Linear mixed effects modeling,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__linear_mixed_effects%2Fqiime2__longitudinal__linear_mixed_effects%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__linear_mixed_effects,q2d2,d10f755328ea,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__maturity_index/qiime2__longitudinal__maturity_index/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal maturity-index,2024.10.0+q2galaxy.2024.10.0,Microbial maturity index prediction.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__maturity_index%2Fqiime2__longitudinal__maturity_index%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__maturity_index,q2d2,1945315814fc,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__nmit/qiime2__longitudinal__nmit/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal nmit,2024.10.0+q2galaxy.2024.10.0,Nonparametric microbial interdependence test,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__nmit%2Fqiime2__longitudinal__nmit%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__nmit,q2d2,4facf6ad69be,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__pairwise_differences/qiime2__longitudinal__pairwise_differences/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal pairwise-differences,2024.10.0+q2galaxy.2024.10.0,Paired difference testing and boxplots,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__pairwise_differences%2Fqiime2__longitudinal__pairwise_differences%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__pairwise_differences,q2d2,82847cdbf7fd,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__pairwise_distances/qiime2__longitudinal__pairwise_distances/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal pairwise-distances,2024.10.0+q2galaxy.2024.10.0,Paired pairwise distance testing and boxplots,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__pairwise_distances%2Fqiime2__longitudinal__pairwise_distances%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__pairwise_distances,q2d2,c02040f48a72,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__plot_feature_volatility/qiime2__longitudinal__plot_feature_volatility/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal plot-feature-volatility,2024.10.0+q2galaxy.2024.10.0,Plot longitudinal feature volatility and importances,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__plot_feature_volatility%2Fqiime2__longitudinal__plot_feature_volatility%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__plot_feature_volatility,q2d2,2b93f7a91399,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__longitudinal__volatility/qiime2__longitudinal__volatility/2024.10.0+q2galaxy.2024.10.0,qiime2 longitudinal volatility,2024.10.0+q2galaxy.2024.10.0,Generate interactive volatility plot,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__longitudinal__volatility%2Fqiime2__longitudinal__volatility%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__longitudinal__volatility,q2d2,646d4929b1ea,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__distance_matrix/qiime2__metadata__distance_matrix/2024.10.0+q2galaxy.2024.10.0,qiime2 metadata distance-matrix,2024.10.0+q2galaxy.2024.10.0,Create a distance matrix from a numeric Metadata column,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__metadata__distance_matrix%2Fqiime2__metadata__distance_matrix%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__metadata__distance_matrix,q2d2,855d0a9bc79c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__shuffle_groups/qiime2__metadata__shuffle_groups/2024.10.0+q2galaxy.2024.10.0,qiime2 metadata shuffle-groups,2024.10.0+q2galaxy.2024.10.0,Shuffle values in a categorical sample metadata column.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__metadata__shuffle_groups%2Fqiime2__metadata__shuffle_groups%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__metadata__shuffle_groups,q2d2,d310fdba1caf,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__metadata__tabulate/qiime2__metadata__tabulate/2024.10.0+q2galaxy.2024.10.0,qiime2 metadata tabulate,2024.10.0+q2galaxy.2024.10.0,Interactively explore Metadata in an HTML table,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__metadata__tabulate%2Fqiime2__metadata__tabulate%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__metadata__tabulate,q2d2,9857be21dcaf,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_fasttree/qiime2__phylogeny__align_to_tree_mafft_fasttree/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny align-to-tree-mafft-fasttree,2024.10.0+q2galaxy.2024.10.0,Build a phylogenetic tree using fasttree and mafft alignment,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__align_to_tree_mafft_fasttree%2Fqiime2__phylogeny__align_to_tree_mafft_fasttree%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__align_to_tree_mafft_fasttree,q2d2,b552bc376487,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_iqtree/qiime2__phylogeny__align_to_tree_mafft_iqtree/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny align-to-tree-mafft-iqtree,2024.10.0+q2galaxy.2024.10.0,Build a phylogenetic tree using iqtree and mafft alignment.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__align_to_tree_mafft_iqtree%2Fqiime2__phylogeny__align_to_tree_mafft_iqtree%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__align_to_tree_mafft_iqtree,q2d2,ec98b720efc9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__align_to_tree_mafft_raxml/qiime2__phylogeny__align_to_tree_mafft_raxml/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny align-to-tree-mafft-raxml,2024.10.0+q2galaxy.2024.10.0,Build a phylogenetic tree using raxml and mafft alignment.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__align_to_tree_mafft_raxml%2Fqiime2__phylogeny__align_to_tree_mafft_raxml%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__align_to_tree_mafft_raxml,q2d2,5d20cf180904,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__fasttree/qiime2__phylogeny__fasttree/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny fasttree,2024.10.0+q2galaxy.2024.10.0,Construct a phylogenetic tree with FastTree.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__fasttree%2Fqiime2__phylogeny__fasttree%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__fasttree,q2d2,139fe749b0e5,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__filter_table/qiime2__phylogeny__filter_table/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny filter-table,2024.10.0+q2galaxy.2024.10.0,Remove features from table if they're not present in tree.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__filter_table%2Fqiime2__phylogeny__filter_table%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__filter_table,q2d2,fa11896bafbb,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__filter_tree/qiime2__phylogeny__filter_tree/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny filter-tree,2024.10.0+q2galaxy.2024.10.0,Remove features from tree based on metadata,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__filter_tree%2Fqiime2__phylogeny__filter_tree%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__filter_tree,q2d2,d24d147a225d,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__iqtree/qiime2__phylogeny__iqtree/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny iqtree,2024.10.0+q2galaxy.2024.10.0,Construct a phylogenetic tree with IQ-TREE.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__iqtree%2Fqiime2__phylogeny__iqtree%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__iqtree,q2d2,77c94392c3e8,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__iqtree_ultrafast_bootstrap/qiime2__phylogeny__iqtree_ultrafast_bootstrap/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny iqtree-ultrafast-bootstrap,2024.10.0+q2galaxy.2024.10.0,Construct a phylogenetic tree with IQ-TREE with bootstrap supports.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__iqtree_ultrafast_bootstrap%2Fqiime2__phylogeny__iqtree_ultrafast_bootstrap%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__iqtree_ultrafast_bootstrap,q2d2,e682a7a080a0,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__midpoint_root/qiime2__phylogeny__midpoint_root/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny midpoint-root,2024.10.0+q2galaxy.2024.10.0,Midpoint root an unrooted phylogenetic tree.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__midpoint_root%2Fqiime2__phylogeny__midpoint_root%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__midpoint_root,q2d2,0a0e30476122,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__raxml/qiime2__phylogeny__raxml/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny raxml,2024.10.0+q2galaxy.2024.10.0,Construct a phylogenetic tree with RAxML.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__raxml%2Fqiime2__phylogeny__raxml%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__raxml,q2d2,a40eb1afbd0f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__raxml_rapid_bootstrap/qiime2__phylogeny__raxml_rapid_bootstrap/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny raxml-rapid-bootstrap,2024.10.0+q2galaxy.2024.10.0,Construct a phylogenetic tree with bootstrap supports using RAxML.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__raxml_rapid_bootstrap%2Fqiime2__phylogeny__raxml_rapid_bootstrap%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__raxml_rapid_bootstrap,q2d2,9d523344e9fb,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__phylogeny__robinson_foulds/qiime2__phylogeny__robinson_foulds/2024.10.0+q2galaxy.2024.10.0,qiime2 phylogeny robinson-foulds,2024.10.0+q2galaxy.2024.10.0,Calculate Robinson-Foulds distance between phylogenetic trees.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__phylogeny__robinson_foulds%2Fqiime2__phylogeny__robinson_foulds%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__phylogeny__robinson_foulds,q2d2,48893627c8f9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__bowtie2_build/qiime2__quality_control__bowtie2_build/2024.10.0+q2galaxy.2024.10.0,qiime2 quality-control bowtie2-build,2024.10.0+q2galaxy.2024.10.0,Build bowtie2 index from reference sequences.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__quality_control__bowtie2_build%2Fqiime2__quality_control__bowtie2_build%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__quality_control__bowtie2_build,q2d2,3a464de609d5,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__evaluate_composition/qiime2__quality_control__evaluate_composition/2024.10.0+q2galaxy.2024.10.0,qiime2 quality-control evaluate-composition,2024.10.0+q2galaxy.2024.10.0,Evaluate expected vs. observed taxonomic composition of samples,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__quality_control__evaluate_composition%2Fqiime2__quality_control__evaluate_composition%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__quality_control__evaluate_composition,q2d2,d9c71e139c9b,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__quality_control__evaluate_seqs/qiime2__quality_control__evaluate_seqs/2024.10.0+q2galaxy.2024.10.0,qiime2 quality-control evaluate-seqs,2024.10.0+q2galaxy.2024.10.0,Compare query (observed) vs. reference (expected) sequences.,[],,[],[],,true,"[{""value"":""qiime2"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fq2d2%2Fqiime2__quality_control__evaluate_seqs%2Fqiime2__quality_control__evaluate_seqs%2F2024.10.0%2Bq2galaxy.2024.10.0,-1,galaxy_main,qiime2,QIIME2,regular,qiime2__quality_control__evaluate_seqs,q2d2,f45d42427237,toolshed.g2.bx.psu.edu
